plenipo:	plenipoes	plenipos
plexus:	plexus	plexuses
plus:	pluses	plusses
podium:	podia	podiums
poi:	poi	pois
politico:	politicoes	politicos
polyhedron:	polyhedra	polyhedrons
polyneuritis:	polyneuritides	polyneuritises
pommel:	pommeled	pommelled
pommel:	pommeling	pommelling
portico:	porticoes	porticos
portmanteau:	portmanteaus	portmanteaux
pox:	pox	poxes
precalculus:	precalculi	precalculuses
precancel:	precanceled	precancelled
precancel:	precanceling	precancelling
prefocus:	prefocused	prefocussed
prefocus:	prefocuses	prefocusses
prefocus:	prefocusing	prefocussing
preprogram:	preprogramed	preprogrammed
preprogram:	preprograming	preprogramming
prepupa:	prepupae	prepupas
preshow:	preshowed	preshown
preshrink:	preshrank	preshrunk	preshrunken
presidium:	presidia	presidiums
presternum:	presterna	presternums
prework:	preworked	prewrought
primipara:	primiparae	primiparas
proboscis:	proboscides	proboscises
procambium:	procambia	procambiums
program:	programed	programmed
program:	programing	programming
prongbuck:	prongbuck	prongbucks
pronucleus:	pronuclei	pronucleuses
pronunciamento:	pronunciamentoes	pronunciamentos
proscenium:	proscenia	prosceniums
prosciutto:	prosciutti	prosciuttos
prothorax:	prothoraces	prothoraxes
protocol:	protocoled	protocolled
protocol:	protocoling	protocolling
protozoan:	protozoa	protozoans
prove:	proved	proven
proviso:	provisoes	provisos
puma:	puma	pumas
pummel:	pummeled	pummelled
pummel:	pummeling	pummelling
pupa:	pupae	pupas
pure:	pured	pureed
quadrennium:	quadrennia	quadrenniums
quadriceps:	quadriceps	quadricepses
quarrel:	quarreled	quarrelled
quarrel:	quarreling	quarrelling
quarrelling:	quarrelling	quarrellings
quarterstaff:	quarterstaffs	quarterstaves
queue:	queueing	queuing
quit:	quit	quitted
radiolabel:	radiolabeled	radiolabelled
radiolabel:	radiolabeling	radiolabelling
radius:	radii	radiuses
railbus:	railbuses	railbusses
ravel:	raveled	ravelled
ravel:	raveling	ravelling
ravelling:	ravelling	ravellings
real:	reales	reals	reis
reawake:	reawaked	reawoke	reawoken
rebato:	rebatoes	rebatos
rebroadcast:	rebroadcast	rebroadcasted
recce:	recced	recceed
rechannel:	rechanneled	rechannelled
rechannel:	rechanneling	rechannelling
reclothe:	reclad	reclothed
rectum:	recta	rectums
redial:	redialed	redialled
redial:	redialing	redialling
redream:	redreamed	redreamt
redye:	redyeing	redying
reedbuck:	reedbuck	reedbucks
reeve:	reeved	rove
referendum:	referenda	referendums
refit:	refit	refitted
refocus:	refocused	refocussed
refocus:	refocuses	refocusses
refocus:	refocusing	refocussing
reformado:	reformadoes	reformados
refuel:	refueled	refuelled
refuel:	refueling	refuelling
regild:	regilded	regilt
reindeer:	reindeer	reindeers
relabel:	relabeled	relabelled
relabel:	relabeling	relabelling
relight:	relighted	relit
remodel:	remodeled	remodelled
remodel:	remodeling	remodelling
renegado:	renegadoes	renegados
repanel:	repaneled	repanelled
repanel:	repaneling	repanelling
replead:	repleaded	repled
reprogram:	reprogramed	reprogrammed
reprogram:	reprograming	reprogramming
reshave:	reshaved	reshaven
reshow:	reshowed	reshown
resow:	resowed	resown
respell:	respelled	respelt
respring:	resprang	resprung
restrike:	restricken	restruck
retina:	retinae	retinas
retotal:	retotaled	retotalled
retotal:	retotaling	retotalling
revel:	reveled	revelled
revel:	reveling	revelling
revelling:	revelling	revellings
revictual:	revictualed	revictualled
revictual:	revictualing	revictualling
rewake:	rewaked	rewoke	rewoken
reweave:	reweaved	rewove	rewoven
rewrap:	rewrapped	rewrapt
rhinoceros:	rhinoceri	rhinoceroses
rhombus:	rhombi	rhombuses
ricochet:	ricocheted	ricochetted
ricochet:	ricocheting	ricochetting
rid:	rid	ridded
ripsaw:	ripsawed	ripsawn
rival:	rivaled	rivalled
rival:	rivaling	rivalling
rive:	rived	riven
rivet:	riveted	rivetted
rivet:	riveting	rivetting
rogue:	rogueing	roguing
rostrum:	rostra	rostrums
rowel:	roweled	rowelled
rowel:	roweling	rowelling
rubato:	rubati	rubatos
rupiah:	rupiah	rupiahs
salesperson:	salespeople	salespersons
salmonella:	salmonella	salmonellae	salmonellas
salvo:	salvoes	salvos
sanatorium:	sanatoria	sanatoriums
sanctum:	sancta	sanctums
sandal:	sandaled	sandalled
sandal:	sandaling	sandalling
sandgrouse:	sandgrouse	sandgrouses
sanitarium:	sanitaria	sanitariums
sarcoma:	sarcomas	sarcomata
sarcophagus:	sarcophagi	sarcophaguses
sash:	sash	sashes
saute:	sauted	sauteed
saw:	sawed	sawn
sawbones:	sawbones	sawboneses
scampi:	scampi	scampies
scandal:	scandaled	scandalled
scandal:	scandaling	scandalling
scapula:	scapulae	scapulas
scarf:	scarfs	scarves
schema:	schemas	schemata
scherzo:	scherzi	scherzos
schmo:	schmoes	schmos
schrod:	schrod	schrods
scrod:	scrod	scrods
scrotum:	scrota	scrotums
semidwarf:	semidwarfs	semidwarves
semihobo:	semihoboes	semihobos
sentinel:	sentineled	sentinelled
sentinel:	sentineling	sentinelling
septum:	septa	septums
seraph:	seraphim	seraphs
seron:	sera	serons
serum:	sera	serums
serviceperson:	servicepeople	servicepersons
sew:	sewed	sewn
shacko:	shackoes	shackos
shako:	shakoes	shakos
shave:	shaved	shaven
shear:	sheared	shorn
shit:	shat	shit
shoe:	shod	shodden	shoed
shoe:	shoes	shoon
shovel:	shoveled	shovelled
shovel:	shoveling	shovelling
show:	showed	shown
shrink:	shrank	shrunk	shrunken
shrive:	shrived	shriven	shrove
shrivel:	shriveled	shrivelled
shrivel:	shriveling	shrivelling
shy:	shier	shyer
shy:	shiest	shyest
signal:	signaled	signalled
signal:	signaling	signalling
signor:	signori	signors
signora:	signoras	signore
signorina:	signorinas	signorine
simulcast:	simulcast	simulcasted
sink:	sank	sunk	sunken
sixpence:	sixpence	sixpences
ski:	ski	skis
sky:	skied	skyed
skydive:	skydived	skydove
slink:	slinked	slunk
sly:	slier	slyer
sly:	sliest	slyest
smell:	smelled	smelt
smite:	smit	smitten	smote
smooth:	smoothes	smooths
snapshot:	snapshot	snapshotted
sneak:	sneaked	snuck
snivel:	sniveled	snivelled
snivel:	sniveling	snivelling
snorkel:	snorkeled	snorkelled
snorkel:	snorkeling	snorkelling
sock:	socks	sox
solarium:	solaria	solariums
solo:	soli	solos
sonnet:	sonneted	sonnetted
sonnet:	sonneting	sonnetting
sow:	sowed	sown
spacecraft:	spacecraft	spacecrafts
spadix:	spadices	spadixes
spado:	spadoes	spados
spat:	spat	spats
spec:	spec'd	specced	specked
spec:	spec'ing	speccing	specking
spectrum:	spectra	spectrums
speed:	sped	speeded
spell:	spelled	spelt
sphinx:	sphinges	sphinxes
spill:	spilled	spilt
spiral:	spiraled	spiralled
spiral:	spiraling	spiralling
spit:	spat	spit
spoil:	spoiled	spoilt
spokesperson:	spokespeople	spokespersons
spoonful:	spoonfuls	spoonsful
spotlight:	spotlighted	spotlit
spring:	sprang	sprung
springbuck:	springbuck	springbucks
springe:	springeing	springing
spry:	sprier	spryer
spry:	spriest	spryest
squash:	squash	squashes
squirrel:	squirreled	squirrelled
squirrel:	squirreling	squirrelling
staccato:	staccati	staccatos
stadium:	stadia	stadiums
staff:	staffs	staves
stag:	stag	stags
stave:	staved	stove
stegosaurus:	stegosauri	stegosauruses
stembuck:	stembuck	stembucks
stencil:	stenciled	stencilled
stencil:	stenciling	stencilling
stencilling:	stencilling	stencillings
sternum:	sterna	sternums
sticcado:	sticcadoes	sticcados
stiletto:	stilettoes	stilettos
stink:	stank	stunk
strappado:	strappadoes	strappados
stratovolcano:	stratovolcanoes	stratovolcanos
stratum:	strata	stratums
strew:	strewed	strewn
strike:	stricken	struck
strip:	stripped	stript
strive:	strived	striven	strove
stucco:	stuccoes	stuccos
stylo:	styli	stylos
stylopodium:	stylopodia	stylopodiums
stylus:	styli	styluses
subdelirium:	subdeliria	subdeliriums
subgenus:	subgenera	subgenuses
subimago:	subimagines	subimagos
subindex:	subindexes	subindices
submaxilla:	submaxillae	submaxillas
subminimum:	subminima	subminimums
substratum:	substrata	substratums
subtotal:	subtotaled	subtotalled
subtotal:	subtotaling	subtotalling
sunburn:	sunburned	sunburnt
sundri:	sundries	sundris
supercargo:	supercargoes	supercargos
superhelix:	superhelices	superhelixes
superhero:	superheroes	superheros
supernova:	supernovae	supernovas
superphenomenon:	superphenomena	superphenomenons
superstratum:	superstrata	superstratums
supervirtuoso:	supervirtuosi	supervirtuosos
surplus:	surplused	surplussed
surplus:	surplusing	surplussing
swan:	swan	swans
sweat:	sweat	sweated
swell:	swelled	swollen
swinge:	swingeing	swinging
swivel:	swiveled	swivelled
swivel:	swiveling	swivelling
syllabus:	syllabi	syllabuses
symbol:	symboled	symbolled
symbol:	symboling	symbolling
symposium:	symposia	symposiums
syngas:	syngases	syngasses
tableau:	tableaus	tableaux
tablespoonful:	tablespoonfuls	tablespoonsful
tablet:	tableted	tabletted
tablet:	tableting	tabletting
talc:	talced	talcked
talc:	talcing	talcking
tarantula:	tarantulae	tarantulas
tassel:	tasseled	tasselled
tassel:	tasseling	tasselling
tasselling:	tasselling	tassellings
taxi:	taxies	taxis
taxi:	taxiing	taxying
teargas:	teargases	teargasses
teasel:	teaseled	teaselled
teasel:	teaseling	teaselling
teaspoonful:	teaspoonfuls	teaspoonsful
teazel:	teazeled	teazelled
teazel:	teazeling	teazelling
teetotal:	teetotaled	teetotalled
teetotal:	teetotaling	teetotalling
telecast:	telecast	telecasted
tempo:	tempi	tempos
tenderfoot:	tenderfeet	tenderfoots
terminus:	termini	terminuses
terrarium:	terraria	terrariums
tetrahedron:	tetrahedra	tetrahedrons
thermostat:	thermostated	thermostatted
thermostat:	thermostating	thermostatting
thesaurus:	thesauri	thesauruses
thorax:	thoraces	thoraxes
threepence:	threepence	threepences
thrive:	thrived	thriven	throve
thunderstrike:	thunderstricken	thunderstruck
thymus:	thymi	thymuses
tibia:	tibiae	tibias
tie:	tieing	tying
tinge:	tingeing	tinging
tinsel:	tinseled	tinselled
tinsel:	tinseling	tinselling
tittup:	tittuped	tittupped
tittup:	tittuping	tittupping
tobacco:	tobaccoes	tobaccos
toga:	togae	togas
tomatillo:	tomatilloes	tomatillos
ton:	ton	tons
tornado:	tornadoes	tornados
torpedo:	torpedoes	torpedos
torso:	torsi	torsos
toss:	tossed	tost
total:	totaled	totalled
total:	totaling	totalling
towel:	toweled	towelled
towel:	toweling	towelling
towelling:	towelling	towellings
trachea:	tracheae	tracheas
tradesfolk:	tradesfolk	tradesfolks
tradesperson:	tradespeople	tradespersons
trammel:	trammeled	trammelled
trammel:	trammeling	trammelling
tranquil:	tranquiler	tranquiller
tranquil:	tranquilest	tranquillest
transfix:	transfixed	transfixt
transit:	transited	transitted
transit:	transiting	transitting
trapezium:	trapezia	trapeziums
trauma:	traumas	traumata
travel:	traveled	travelled
travel:	traveling	travelling
travelling:	travelling	travellings
tread:	trod	trodden
triceps:	triceps	tricepses
triceratops:	triceratops	triceratopses
trichina:	trichinae	trichinas
trolleybus:	trolleybuses	trolleybusses
troubleshoot:	troubleshooted	troubleshot
trousseau:	trousseaus	trousseaux
trowel:	troweled	trowelled
trowel:	troweling	trowelling
true:	trueing	truing
tunnel:	tunneled	tunnelled
tunnel:	tunneling	tunnelling
tunnelling:	tunnelling	tunnellings
turf:	turfs	turves
tuxedo:	tuxedoes	tuxedos
twinge:	twingeing	twinging
tye:	tyeing	tying
tympanum:	tympana	tympanums
tyro:	tyroes	tyros
ulna:	ulnae	ulnas
ultima:	ultimas	ultimata
ultimatum:	ultimata	ultimatums
ultravacuum:	ultravacua	ultravacuums
umbilicus:	umbilici	umbilicuses
umbra:	umbrae	umbras
unbear:	unborn	unborne
unbeget:	unbegot	unbegotten
unbias:	unbiased	unbiassed
unbless:	unblessed	unblest
unclothe:	unclad	unclothed
underclothe:	underclad	underclothed
undergird:	undergirded	undergirt
underwork:	underworked	underwrought
unget:	ungot	ungotten
ungild:	ungilded	ungilt
ungird:	ungirded	ungirt
unglue:	unglueing	ungluing
unkennel:	unkenneled	unkennelled
unkennel:	unkenneling	unkennelling
unlade:	unladed	unladen
unlevel:	unleveled	unlevelled
unlevel:	unleveling	unlevelling
unperson:	unpeople	unpersons
unravel:	unraveled	unravelled
unravel:	unraveling	unravelling
unravelling:	unravelling	unravellings
unreeve:	unreeved	unrove
unshoe:	unshod	unshoed
untread:	untrod	untrodden
unwork:	unworked	unwrought
up:	up	upped
upspeak:	upspake	upspoke	upspoken
upspring:	upsprang	upsprung
urethra:	urethrae	urethras
uterus:	uteri	uteruses
uvula:	uvulae	uvulas
vacuum:	vacua	vacuums
vagina:	vaginae	vaginas
veg:	veges	vegs
vermicelli:	vermicelli	vermicellis
verruca:	verrucae	verrucas
vertebra:	vertebrae	vertebras
vertex:	vertexes	vertices
vertigo:	vertigines	vertigoes	vertigos
via:	viae	vias
vial:	vialed	vialled
vial:	vialing	vialling
victual:	victualed	victualled
victual:	victualing	victualling
virago:	viragoes	viragos
virtuoso:	virtuosi	virtuosos
vita:	vitae	vitas
vitriol:	vitrioled	vitriolled
vitriol:	vitrioling	vitriolling
vivarium:	vivaria	vivariums
vogue:	vogueing	voguing
volcano:	volcanoes	volcanos
vortex:	vortexes	vortices
vulva:	vulvae	vulvas
wainscot:	wainscoted	wainscotted
wainscot:	wainscoting	wainscotting
waitperson:	waitpeople	waitpersons
wake:	waked	woke	woken
waldo:	waldoes	waldos
warwolf:	warwolf	warwolves
waterbuck:	waterbuck	waterbucks
waterbus:	waterbuses	waterbusses
wed:	wed	wedded
wendigo:	wendigoes	wendigos
wet:	wet	wetted
whacko:	whackoes	whackos
wharf:	wharfs	wharves
whinge:	whingeing	whinging
whipsaw:	whipsawed	whipsawn
wildfowl:	wildfowl	wildfowls
wind:	winded	wound
windburn:	windburned	windburnt
windigo:	windigoes	windigos
winge:	wingeing	winging
wiz:	wizes	wizzes
wolf:	wolf	wolves
wolverine:	wolverine	wolverines
womenfolk:	womenfolk	womenfolks
work:	worked	wrought
workfolk:	workfolk	workfolks
worship:	worshiped	worshipped
worship:	worshiping	worshipping
wrap:	wrapped	wrapt
write:	writ	written
wry:	wrier	wryer
wry:	wriest	wryest
yeshiva:	yeshivas	yeshivoth
yeshivah:	yeshivahs	yeshivoth
yobbo:	yobboes	yobbos
yodel:	yodeled	yodelled
yodel:	yodeling	yodelling
zero:	zeroes	zeros
zinc:	zinced	zincked
zinc:	zincing	zincking
zucchini:	zucchini	zucchinis
