accouter	accoutre	accoutre	accoutre	b
accouters	accoutres	accoutres	accoutres	b
accoutering	accoutring	accoutring	accoutring	b
accoutered	accoutred	accoutred	accoutred	b

accouterment	accoutrement	accoutrement	accoutrement	!?!
accouterments	accoutrements	accoutrements	accoutrements	!?!
accouterment	accoutrement's	accoutrement's	accoutrement's	!?!
accouterments	accoutrements's	accoutrements's	accoutrements's	!?!
